time	V(compout)	V(input)	V(out)	V(n003)	Ix(U5:In+)
5.285000000000000e-10	1.417069e-01	-1.041141e-01	-9.488106e-07	-1.000000e-02	-2.785890e-09
5.289285714285714e-10	1.417069e-01	-1.023018e-01	-9.488106e-07	-1.000000e-02	-3.236439e-09
5.293571428571428e-10	1.417069e-01	-1.005207e-01	-9.488106e-07	-1.000000e-02	-3.743461e-09
5.297857142857143e-10	1.417069e-01	-9.877087e-02	-9.488106e-07	-1.000000e-02	-4.306957e-09
5.302142857142857e-10	1.417069e-01	-9.705225e-02	-9.488106e-07	-1.000000e-02	-4.926927e-09
5.306428571428571e-10	1.417069e-01	-9.536484e-02	-9.488106e-07	-1.000000e-02	-5.603371e-09
5.310714285714285e-10	1.417070e-01	-9.370866e-02	-9.488106e-07	-1.000000e-02	-6.336289e-09
5.315000000000000e-10	1.417070e-01	-9.208369e-02	-9.488106e-07	-1.000000e-02	-7.125681e-09
5.315199999999999e-10	1.417070e-01	-9.213762e-02	-9.488106e-07	-1.000000e-02	-7.095667e-09
5.315600000000000e-10	1.417070e-01	-9.253320e-02	-9.488106e-07	-1.000000e-02	-6.886687e-09
5.316400000000000e-10	1.417070e-01	-9.425025e-02	-9.488106e-07	-1.000000e-02	-6.044367e-09
5.317000000000000e-10	1.417070e-01	-9.618374e-02	-9.488106e-07	-1.000000e-02	-5.163012e-09
5.317480000000000e-10	1.417070e-01	-9.801298e-02	-9.488106e-07	-1.000000e-02	-4.490445e-09
5.318120000000001e-10	1.417070e-01	-9.976245e-02	-9.488106e-07	-1.000000e-02	-3.926340e-09
5.319400000000001e-10	1.417070e-01	-1.017962e-01	-9.488106e-07	-1.000000e-02	-3.338651e-09
5.320000000000000e-10	1.417070e-01	-1.021414e-01	-9.488106e-07	-1.000000e-02	-3.244755e-09
5.330000000000000e-10	1.417070e-01	-9.804698e-02	-9.488106e-07	-1.000000e-02	-4.462488e-09
5.330400000000001e-10	1.417070e-01	-9.827130e-02	-9.488106e-07	-1.000000e-02	-4.386470e-09
5.331200000000000e-10	1.417070e-01	-9.958033e-02	-9.488106e-07	-1.000000e-02	-4.007193e-09
5.332800000000000e-10	1.417070e-01	-1.049637e-01	-9.488106e-07	-1.000000e-02	-2.754308e-09
5.334000000000000e-10	1.417070e-01	-1.109272e-01	-9.488106e-07	-1.000000e-02	-1.657663e-09
5.334100000000000e-10	1.417070e-01	-1.115054e-01	-9.488106e-07	-1.000000e-02	-1.588720e-09
5.334300000000000e-10	1.417070e-01	-1.124449e-01	-9.488106e-07	-1.000000e-02	-1.482315e-09
5.334699999999999e-10	1.417070e-01	-1.136253e-01	-9.488106e-07	-1.000000e-02	-1.356549e-09
5.335000000000000e-10	1.417070e-01	-1.140233e-01	-9.488106e-07	-1.000000e-02	-1.315999e-09
5.340000000000000e-10	1.417070e-01	-1.116684e-01	-9.488106e-07	-1.000000e-02	-1.568013e-09
5.340200000000000e-10	1.417070e-01	-1.119707e-01	-9.488106e-07	-1.000000e-02	-1.533717e-09
5.340600000000000e-10	1.417070e-01	-1.134629e-01	-9.488106e-07	-1.000000e-02	-1.390698e-09
5.341400000000000e-10	1.417070e-01	-1.193038e-01	-9.488106e-07	-1.000000e-02	-9.502801e-10
5.342000000000000e-10	1.417070e-01	-1.256766e-01	-9.488106e-07	-1.000000e-02	-5.787654e-10
5.342160000000000e-10	1.417070e-01	-1.277942e-01	-9.488106e-07	-1.000000e-02	-5.094815e-10
5.342480000000000e-10	1.417070e-01	-1.316451e-01	-9.488106e-07	-1.000000e-02	-4.083816e-10
5.343120000000000e-10	1.417070e-01	-1.374735e-01	-9.488106e-07	-1.000000e-02	-2.991292e-10
5.344400000000000e-10	1.417070e-01	-1.446048e-01	-9.488106e-07	-1.000000e-02	-2.080909e-10
5.345000000000001e-10	1.417070e-01	-1.460693e-01	-9.488106e-07	-1.000000e-02	-1.936807e-10
5.349644571428572e-10	1.417070e-01	-1.431772e-01	-9.488106e-07	-1.000000e-02	-2.137345e-10
5.354289142857141e-10	1.417070e-01	-1.403625e-01	-9.488106e-07	-1.000000e-02	-2.484869e-10
5.358933714285712e-10	1.417070e-01	-1.376251e-01	-9.488106e-07	-1.000000e-02	-2.979378e-10
5.363578285714282e-10	1.417070e-01	-1.349652e-01	-9.488106e-07	-1.000000e-02	-3.620873e-10
5.368222857142853e-10	1.417070e-01	-1.323827e-01	-9.488106e-07	-1.000000e-02	-4.409354e-10
5.372867428571423e-10	1.417070e-01	-1.298775e-01	-9.488106e-07	-1.000000e-02	-5.344820e-10
5.377511999999994e-10	1.417070e-01	-1.274498e-01	-9.488106e-07	-1.000000e-02	-6.427271e-10
5.410279999999987e-10	1.417070e-01	-1.120390e-01	-9.488106e-07	-1.000000e-02	-3.019954e-09
5.475815999999973e-10	1.417071e-01	-8.859167e-02	-9.488106e-07	-1.000000e-02	-3.138585e-08
5.606887999999945e-10	1.417073e-01	-5.389364e-02	-9.488106e-07	-1.000000e-02	-1.521297e-07
5.615000000000000e-10	1.417073e-01	-5.228453e-02	-9.488106e-07	-1.000000e-02	-1.643690e-07
5.615400000000000e-10	1.417073e-01	-5.241436e-02	-9.488106e-07	-1.000000e-02	-1.627427e-07
5.616200000000000e-10	1.417073e-01	-5.310431e-02	-9.488106e-07	-1.000000e-02	-1.547506e-07
5.617800000000000e-10	1.417073e-01	-5.586719e-02	-9.488106e-07	-1.000000e-02	-1.261801e-07
5.619000000000000e-10	1.417073e-01	-5.890256e-02	-9.488106e-07	-1.000000e-02	-9.816787e-08
5.619299999999999e-10	1.417073e-01	-5.967471e-02	-9.488106e-07	-1.000000e-02	-9.244646e-08
5.619700000000000e-10	1.417073e-01	-6.028249e-02	-9.488106e-07	-1.000000e-02	-8.811993e-08
5.620000000000000e-10	1.417073e-01	-6.049449e-02	-9.488106e-07	-1.000000e-02	-8.664408e-08
5.625840000000002e-10	1.417073e-01	-5.937559e-02	-9.488106e-07	-1.000000e-02	-9.471488e-08
5.631680000000004e-10	1.417074e-01	-5.829319e-02	-9.488106e-07	-1.000000e-02	-1.033502e-07
5.637520000000006e-10	1.417074e-01	-5.724729e-02	-9.488106e-07	-1.000000e-02	-1.125501e-07
5.643360000000007e-10	1.417074e-01	-5.623789e-02	-9.488106e-07	-1.000000e-02	-1.223146e-07
5.649200000000009e-10	1.417074e-01	-5.526499e-02	-9.488106e-07	-1.000000e-02	-1.326436e-07
5.655040000000011e-10	1.417074e-01	-5.432859e-02	-9.488106e-07	-1.000000e-02	-1.435372e-07
5.660880000000013e-10	1.417074e-01	-5.342868e-02	-9.488106e-07	-1.000000e-02	-1.549953e-07
5.701840000000025e-10	1.417075e-01	-4.786969e-02	-9.488106e-07	-1.000000e-02	-2.475518e-07
5.783760000000051e-10	1.417076e-01	-3.986314e-02	-9.488106e-07	-1.000000e-02	-4.633426e-07
5.947600000000101e-10	1.417080e-01	-3.023772e-02	-9.488106e-07	-1.000000e-02	-8.680385e-07
6.135000000000000e-10	1.417085e-01	-2.402035e-02	-9.488106e-07	-1.000000e-02	-1.229092e-06
6.135500000000000e-10	1.417085e-01	-2.463338e-02	-9.488106e-07	-1.000000e-02	-1.185140e-06
6.136500000000000e-10	1.417085e-01	-2.724724e-02	-9.488106e-07	-1.000000e-02	-1.027237e-06
6.138500000000001e-10	1.417085e-01	-3.693252e-02	-9.488106e-07	-1.000000e-02	-5.840784e-07
6.140000000000001e-10	1.417085e-01	-4.729912e-02	-9.488106e-07	-1.000000e-02	-2.409960e-07
6.140400000000001e-10	1.417085e-01	-5.057228e-02	-9.488106e-07	-1.000000e-02	-1.926571e-07
6.141200000000000e-10	1.417085e-01	-5.620747e-02	-9.488106e-07	-1.000000e-02	-1.296060e-07
6.142800000000001e-10	1.417085e-01	-6.379890e-02	-9.488106e-07	-1.000000e-02	-7.176048e-08
6.145000000000000e-10	1.417085e-01	-6.946996e-02	-9.488106e-07	-1.000000e-02	-4.268589e-08
6.147880000000000e-10	1.417085e-01	-6.879465e-02	-9.488106e-07	-1.000000e-02	-4.504573e-08
6.150760000000001e-10	1.417085e-01	-6.813091e-02	-9.488106e-07	-1.000000e-02	-4.752653e-08
6.153640000000001e-10	1.417085e-01	-6.747871e-02	-9.488106e-07	-1.000000e-02	-5.012830e-08
6.156520000000002e-10	1.417085e-01	-6.683807e-02	-9.488106e-07	-1.000000e-02	-5.285104e-08
6.159400000000001e-10	1.417085e-01	-6.620899e-02	-9.488106e-07	-1.000000e-02	-5.569474e-08
6.162280000000002e-10	1.417085e-01	-6.559146e-02	-9.488106e-07	-1.000000e-02	-5.865941e-08
6.165160000000002e-10	1.417085e-01	-6.498549e-02	-9.488106e-07	-1.000000e-02	-6.174505e-08
6.185640000000004e-10	1.417086e-01	-6.096215e-02	-9.488106e-07	-1.000000e-02	-8.749105e-08
6.226600000000008e-10	1.417087e-01	-5.422629e-02	-9.488106e-07	-1.000000e-02	-1.580293e-07
6.308520000000016e-10	1.417090e-01	-4.453110e-02	-9.488106e-07	-1.000000e-02	-3.471975e-07
6.472360000000033e-10	1.417095e-01	-3.366293e-02	-9.488106e-07	-1.000000e-02	-7.218554e-07
6.800040000000066e-10	1.417108e-01	-2.476895e-02	-9.488106e-07	-1.000000e-02	-1.196161e-06
7.166740371601712e-10	1.417126e-01	-2.176398e-02	-9.488106e-07	-1.000000e-02	-1.405191e-06
7.750798137313021e-10	1.417161e-01	-2.036804e-02	-9.488106e-07	-1.000000e-02	-1.520709e-06
8.590498137313021e-10	1.417224e-01	-1.873184e-02	-9.488106e-07	-1.000000e-02	-1.662763e-06
9.397695447574335e-10	1.417301e-01	-1.723710e-02	-9.488106e-07	-1.000000e-02	-1.797633e-06
1.022896463222574e-09	1.417403e-01	-1.577768e-02	-9.488106e-07	-1.000000e-02	-1.933847e-06
1.106866463222575e-09	1.417535e-01	-1.438354e-02	-9.488106e-07	-1.000000e-02	-2.067381e-06
1.190836463222575e-09	1.417710e-01	-1.306770e-02	-9.488106e-07	-1.000000e-02	-2.195842e-06
1.274806463222575e-09	1.417960e-01	-1.182786e-02	-9.488106e-07	-1.000000e-02	-2.318445e-06
1.358776463222575e-09	1.418337e-01	-1.066108e-02	-9.488106e-07	-1.000000e-02	-2.434376e-06
1.442746463222575e-09	1.418905e-01	-9.564325e-03	-9.488106e-07	-1.000000e-02	-2.543328e-06
1.526716463222575e-09	1.419694e-01	-8.534523e-03	-9.488106e-07	-1.000000e-02	-2.645769e-06
1.610686463222575e-09	1.420675e-01	-7.568629e-03	-9.488105e-07	-1.000000e-02	-2.741714e-06
1.694656463222575e-09	1.421794e-01	-6.663647e-03	-9.488105e-07	-1.000000e-02	-2.830982e-06
1.778626463222575e-09	1.423018e-01	-5.816637e-03	-9.488103e-07	-1.000000e-02	-2.913778e-06
1.862596463222575e-09	1.424330e-01	-5.024764e-03	-9.488102e-07	-1.000000e-02	-2.990362e-06
1.946566463222575e-09	1.425718e-01	-4.285315e-03	-9.488099e-07	-1.000000e-02	-3.061034e-06
2.030536463222575e-09	1.427162e-01	-3.595686e-03	-9.488097e-07	-1.000000e-02	-3.126112e-06
2.114506463222575e-09	1.428631e-01	-2.953395e-03	-9.488093e-07	-1.000000e-02	-3.185926e-06
2.198476463222575e-09	1.430074e-01	-2.356071e-03	-9.488089e-07	-1.000000e-02	-3.240806e-06
2.282446463222575e-09	1.431417e-01	-1.801459e-03	-9.488082e-07	-1.000000e-02	-3.291074e-06
2.366416463222575e-09	1.432566e-01	-1.287407e-03	-9.488075e-07	-1.000000e-02	-3.337043e-06
2.450386463222576e-09	1.433416e-01	-8.118627e-04	-9.488066e-07	-1.000000e-02	-3.379010e-06
2.534356463222576e-09	1.433882e-01	-3.728693e-04	-9.488056e-07	-1.000000e-02	-3.417258e-06
2.618326463222576e-09	1.433945e-01	3.290831e-05	-9.488044e-07	-1.000000e-02	-3.452193e-06
2.687000000000000e-09	1.433758e-01	3.454046e-04	-9.488033e-07	-1.000000e-02	-3.478863e-06
2.687050000000000e-09	1.433758e-01	-2.495220e-04	-9.488033e-07	-1.000000e-02	-3.427308e-06
2.687150000000000e-09	1.433757e-01	-2.771605e-03	-9.488033e-07	-1.000000e-02	-3.192699e-06
2.687350000000000e-09	1.433756e-01	-1.209477e-02	-9.488033e-07	-1.000000e-02	-2.309582e-06
2.687500000000000e-09	1.433755e-01	-2.206547e-02	-9.488033e-07	-1.000000e-02	-1.379733e-06
2.687540000000000e-09	1.433755e-01	-2.521259e-02	-9.488033e-07	-1.000000e-02	-1.157002e-06
2.687620000000000e-09	1.433754e-01	-3.063208e-02	-9.488033e-07	-1.000000e-02	-8.377509e-07
2.687780000000000e-09	1.433753e-01	-3.793909e-02	-9.488033e-07	-1.000000e-02	-5.076510e-07
2.688000000000000e-09	1.433752e-01	-4.340953e-02	-9.488033e-07	-1.000000e-02	-3.232443e-07
2.688288000000000e-09	1.433750e-01	-4.279581e-02	-9.488033e-07	-1.000000e-02	-3.385923e-07
2.688576000000001e-09	1.433749e-01	-4.219177e-02	-9.488033e-07	-1.000000e-02	-3.544070e-07
2.688864000000001e-09	1.433747e-01	-4.159740e-02	-9.488032e-07	-1.000000e-02	-3.706886e-07
2.689152000000001e-09	1.433745e-01	-4.101271e-02	-9.488032e-07	-1.000000e-02	-3.874368e-07
2.689440000000001e-09	1.433744e-01	-4.043769e-02	-9.488032e-07	-1.000000e-02	-4.046518e-07
2.689728000000001e-09	1.433742e-01	-3.987234e-02	-9.488032e-07	-1.000000e-02	-4.223336e-07
2.690016000000001e-09	1.433740e-01	-3.931668e-02	-9.488032e-07	-1.000000e-02	-4.404822e-07
2.691500000000000e-09	1.433732e-01	-3.649893e-02	-9.488032e-07	-1.000000e-02	-5.362110e-07
2.691520000000000e-09	1.433731e-01	-3.650274e-02	-9.488032e-07	-1.000000e-02	-5.360654e-07
2.691560000000000e-09	1.433731e-01	-3.659987e-02	-9.488032e-07	-1.000000e-02	-5.323955e-07
2.691640000000000e-09	1.433731e-01	-3.708217e-02	-9.488032e-07	-1.000000e-02	-5.144688e-07
2.691700000000000e-09	1.433730e-01	-3.764476e-02	-9.488032e-07	-1.000000e-02	-4.938905e-07
2.691748000000000e-09	1.433730e-01	-3.818279e-02	-9.488032e-07	-1.000000e-02	-4.751749e-07
2.691812000000000e-09	1.433730e-01	-3.868590e-02	-9.488032e-07	-1.000000e-02	-4.582066e-07
2.691940000000000e-09	1.433729e-01	-3.923680e-02	-9.488032e-07	-1.000000e-02	-4.400762e-07
2.692000000000000e-09	1.433729e-01	-3.930605e-02	-9.488032e-07	-1.000000e-02	-4.378176e-07
2.692932571428572e-09	1.433723e-01	-3.756140e-02	-9.488032e-07	-1.000000e-02	-4.993089e-07
2.693865142857144e-09	1.433717e-01	-3.590236e-02	-9.488032e-07	-1.000000e-02	-5.638099e-07
2.694797714285715e-09	1.433712e-01	-3.432895e-02	-9.488031e-07	-1.000000e-02	-6.313207e-07
2.695730285714287e-09	1.433706e-01	-3.284116e-02	-9.488031e-07	-1.000000e-02	-7.018411e-07
2.696662857142859e-09	1.433700e-01	-3.143899e-02	-9.488031e-07	-1.000000e-02	-7.753712e-07
2.697595428571431e-09	1.433694e-01	-3.012245e-02	-9.488031e-07	-1.000000e-02	-8.519110e-07
2.698528000000002e-09	1.433688e-01	-2.889152e-02	-9.488031e-07	-1.000000e-02	-9.314605e-07
2.705081600000004e-09	1.433646e-01	-2.101742e-02	-9.488029e-07	-1.000000e-02	-1.481862e-06
2.708000000000000e-09	1.433627e-01	-1.806040e-02	-9.488029e-07	-1.000000e-02	-1.721417e-06
2.708010000000000e-09	1.433627e-01	-1.829776e-02	-9.488029e-07	-1.000000e-02	-1.700156e-06
2.708030000000000e-09	1.433627e-01	-1.932514e-02	-9.488029e-07	-1.000000e-02	-1.612026e-06
2.708070000000000e-09	1.433626e-01	-2.315957e-02	-9.488029e-07	-1.000000e-02	-1.306932e-06
2.708100000000000e-09	1.433626e-01	-2.727728e-02	-9.488029e-07	-1.000000e-02	-1.003779e-06
2.708108000000000e-09	1.433626e-01	-2.870287e-02	-9.488029e-07	-1.000000e-02	-9.184153e-07
2.708124000000000e-09	1.433626e-01	-3.146388e-02	-9.488029e-07	-1.000000e-02	-7.717545e-07
2.708156000000000e-09	1.433626e-01	-3.654560e-02	-9.488029e-07	-1.000000e-02	-5.602818e-07
2.708220000000000e-09	1.433625e-01	-4.491301e-02	-9.488029e-07	-1.000000e-02	-3.265772e-07
2.708348000000000e-09	1.433624e-01	-5.604146e-02	-9.488029e-07	-1.000000e-02	-1.404015e-07
2.708500000000000e-09	1.433623e-01	-6.318084e-02	-9.488029e-07	-1.000000e-02	-7.014224e-08
2.708730400000000e-09	1.433622e-01	-6.247999e-02	-9.488029e-07	-1.000000e-02	-7.414504e-08
2.708960800000000e-09	1.433620e-01	-6.178893e-02	-9.488029e-07	-1.000000e-02	-7.838439e-08
2.709191200000000e-09	1.433619e-01	-6.110764e-02	-9.488029e-07	-1.000000e-02	-8.286027e-08
2.709421600000000e-09	1.433617e-01	-6.043614e-02	-9.488029e-07	-1.000000e-02	-8.757270e-08
2.709652000000000e-09	1.433616e-01	-5.977443e-02	-9.488029e-07	-1.000000e-02	-9.252167e-08
2.709882400000000e-09	1.433614e-01	-5.912250e-02	-9.488029e-07	-1.000000e-02	-9.770717e-08
2.710112800000000e-09	1.433613e-01	-5.848034e-02	-9.488029e-07	-1.000000e-02	-1.031292e-07
2.711751200000001e-09	1.433601e-01	-5.416344e-02	-9.488028e-07	-1.000000e-02	-1.498134e-07
2.715028000000002e-09	1.433578e-01	-4.665896e-02	-9.488028e-07	-1.000000e-02	-2.855160e-07
2.721000000000000e-09	1.433536e-01	-3.476163e-02	-9.488027e-07	-1.000000e-02	-6.064544e-07
2.721010000000000e-09	1.433536e-01	-3.490883e-02	-9.488027e-07	-1.000000e-02	-6.002551e-07
2.721030000000000e-09	1.433536e-01	-3.557039e-02	-9.488027e-07	-1.000000e-02	-5.739874e-07
2.721070000000000e-09	1.433535e-01	-3.807580e-02	-9.488027e-07	-1.000000e-02	-4.829637e-07
2.721100000000000e-09	1.433535e-01	-4.077991e-02	-9.488027e-07	-1.000000e-02	-3.929588e-07
2.721108000000000e-09	1.433535e-01	-4.171861e-02	-9.488027e-07	-1.000000e-02	-3.674132e-07
2.721124000000000e-09	1.433535e-01	-4.353610e-02	-9.488027e-07	-1.000000e-02	-3.227392e-07
2.721156000000000e-09	1.433535e-01	-4.687866e-02	-9.488027e-07	-1.000000e-02	-2.552366e-07
2.721220000000000e-09	1.433534e-01	-5.237088e-02	-9.488027e-07	-1.000000e-02	-1.734014e-07
2.721348000000000e-09	1.433533e-01	-5.963162e-02	-9.488027e-07	-1.000000e-02	-9.817272e-08
2.721500000000000e-09	1.433532e-01	-6.421834e-02	-9.488027e-07	-1.000000e-02	-6.463544e-08
2.721964457142857e-09	1.433529e-01	-6.282153e-02	-9.488026e-07	-1.000000e-02	-7.220350e-08
2.722428914285715e-09	1.433525e-01	-6.146213e-02	-9.488026e-07	-1.000000e-02	-8.074003e-08
2.722893371428572e-09	1.433522e-01	-6.014013e-02	-9.488026e-07	-1.000000e-02	-9.024506e-08
2.723357828571429e-09	1.433518e-01	-5.885554e-02	-9.488026e-07	-1.000000e-02	-1.007186e-07
2.723822285714287e-09	1.433515e-01	-5.760835e-02	-9.488026e-07	-1.000000e-02	-1.121606e-07
2.724286742857144e-09	1.433512e-01	-5.639856e-02	-9.488026e-07	-1.000000e-02	-1.245711e-07
2.724751200000001e-09	1.433508e-01	-5.522618e-02	-9.488026e-07	-1.000000e-02	-1.379500e-07
2.728028000000002e-09	1.433484e-01	-4.778522e-02	-9.488026e-07	-1.000000e-02	-2.652735e-07
2.734581600000004e-09	1.433434e-01	-3.528655e-02	-9.488024e-07	-1.000000e-02	-6.122689e-07
2.737000000000000e-09	1.433416e-01	-3.137078e-02	-9.488024e-07	-1.000000e-02	-7.664491e-07
2.737040000000000e-09	1.433415e-01	-3.202271e-02	-9.488024e-07	-1.000000e-02	-7.342172e-07
2.737120000000000e-09	1.433415e-01	-3.491118e-02	-9.488024e-07	-1.000000e-02	-6.211765e-07
2.737280000000000e-09	1.433414e-01	-4.578105e-02	-9.488024e-07	-1.000000e-02	-3.220570e-07
2.737400000000000e-09	1.433413e-01	-5.748062e-02	-9.488023e-07	-1.000000e-02	-1.097239e-07
2.737410000000000e-09	1.433413e-01	-5.860497e-02	-9.488023e-07	-1.000000e-02	-1.008284e-07
2.737430000000000e-09	1.433412e-01	-6.045374e-02	-9.488023e-07	-1.000000e-02	-8.755377e-08
2.737470000000000e-09	1.433412e-01	-6.286345e-02	-9.488023e-07	-1.000000e-02	-7.221436e-08
2.737500000000000e-09	1.433412e-01	-6.377205e-02	-9.488023e-07	-1.000000e-02	-6.694988e-08
2.737857142857143e-09	1.433409e-01	-6.272995e-02	-9.488023e-07	-1.000000e-02	-7.288952e-08
2.738214285714286e-09	1.433406e-01	-6.170332e-02	-9.488023e-07	-1.000000e-02	-7.917056e-08
2.738571428571429e-09	1.433404e-01	-6.069216e-02	-9.488023e-07	-1.000000e-02	-8.579299e-08
2.738928571428571e-09	1.433401e-01	-5.969647e-02	-9.488023e-07	-1.000000e-02	-9.275682e-08
2.739285714285714e-09	1.433398e-01	-5.871624e-02	-9.488023e-07	-1.000000e-02	-1.000620e-07
2.739642857142857e-09	1.433395e-01	-5.775148e-02	-9.488023e-07	-1.000000e-02	-1.077086e-07
2.740000000000000e-09	1.433393e-01	-5.680219e-02	-9.488023e-07	-1.000000e-02	-1.156967e-07
2.740030000000000e-09	1.433392e-01	-5.750277e-02	-9.488023e-07	-1.000000e-02	-1.097720e-07
2.740070000000000e-09	1.433392e-01	-5.973370e-02	-9.488023e-07	-1.000000e-02	-9.281143e-08
2.740100000000000e-09	1.433392e-01	-6.215666e-02	-9.488023e-07	-1.000000e-02	-7.603193e-08
2.740124000000000e-09	1.433392e-01	-6.463388e-02	-9.488023e-07	-1.000000e-02	-6.302236e-08
2.740156000000000e-09	1.433391e-01	-6.763487e-02	-9.488023e-07	-1.000000e-02	-5.051121e-08
2.740220000000000e-09	1.433391e-01	-7.255311e-02	-9.488023e-07	-1.000000e-02	-3.523580e-08
2.740348000000000e-09	1.433390e-01	-7.900658e-02	-9.488023e-07	-1.000000e-02	-2.100663e-08
2.740500000000000e-09	1.433389e-01	-8.300386e-02	-9.488023e-07	-1.000000e-02	-1.460450e-08
2.740525600000000e-09	1.433389e-01	-8.318074e-02	-9.488023e-07	-1.000000e-02	-1.440421e-08
2.740576800000000e-09	1.433388e-01	-8.415522e-02	-9.488023e-07	-1.000000e-02	-1.342201e-08
2.740679200000000e-09	1.433387e-01	-8.845419e-02	-9.488023e-07	-1.000000e-02	-1.003971e-08
2.740800000000000e-09	1.433387e-01	-9.613080e-02	-9.488023e-07	-1.000000e-02	-5.184475e-09
2.740820000000000e-09	1.433386e-01	-9.768559e-02	-9.488023e-07	-1.000000e-02	-4.621257e-09
2.740860000000000e-09	1.433386e-01	-1.002214e-01	-9.488023e-07	-1.000000e-02	-3.818301e-09
2.740940000000000e-09	1.433385e-01	-1.034467e-01	-9.488023e-07	-1.000000e-02	-2.954710e-09
2.741000000000000e-09	1.433385e-01	-1.045780e-01	-9.488023e-07	-1.000000e-02	-2.688085e-09
2.741112000000000e-09	1.433384e-01	-1.040258e-01	-9.488023e-07	-1.000000e-02	-2.805765e-09
2.741496000000000e-09	1.433381e-01	-1.021622e-01	-9.488023e-07	-1.000000e-02	-3.255139e-09
2.742008000000000e-09	1.433377e-01	-9.974678e-02	-9.488023e-07	-1.000000e-02	-3.981731e-09
2.743032000000001e-09	1.433369e-01	-9.514181e-02	-9.488022e-07	-1.000000e-02	-6.001494e-09
2.745080000000001e-09	1.433353e-01	-8.675487e-02	-9.488022e-07	-1.000000e-02	-1.357368e-08
2.749176000000003e-09	1.433322e-01	-7.186443e-02	-9.488021e-07	-1.000000e-02	-4.076133e-08
2.751500000000000e-09	1.433304e-01	-6.430291e-02	-9.488020e-07	-1.000000e-02	-6.420593e-08
2.751510000000000e-09	1.433303e-01	-6.448041e-02	-9.488020e-07	-1.000000e-02	-6.332412e-08
2.751530000000000e-09	1.433303e-01	-6.529938e-02	-9.488020e-07	-1.000000e-02	-5.961131e-08
2.751570000000000e-09	1.433303e-01	-6.843138e-02	-9.488020e-07	-1.000000e-02	-4.719060e-08
2.751600000000000e-09	1.433303e-01	-7.182298e-02	-9.488020e-07	-1.000000e-02	-3.543041e-08
2.751624000000000e-09	1.433302e-01	-7.528555e-02	-9.488020e-07	-1.000000e-02	-2.732649e-08
2.751656000000000e-09	1.433302e-01	-7.948235e-02	-9.488020e-07	-1.000000e-02	-2.019065e-08
2.751720000000000e-09	1.433302e-01	-8.636875e-02	-9.488020e-07	-1.000000e-02	-1.237055e-08
2.751847999999999e-09	1.433301e-01	-9.543664e-02	-9.488020e-07	-1.000000e-02	-6.013508e-09
2.752000000000000e-09	1.433300e-01	-1.011060e-01	-9.488020e-07	-1.000000e-02	-3.516142e-09
2.752113371428571e-09	1.433299e-01	-1.005761e-01	-9.488020e-07	-1.000000e-02	-3.664616e-09
2.752226742857142e-09	1.433298e-01	-1.000500e-01	-9.488020e-07	-1.000000e-02	-3.820813e-09
2.752340114285713e-09	1.433297e-01	-9.952763e-02	-9.488020e-07	-1.000000e-02	-3.984736e-09
2.752453485714284e-09	1.433296e-01	-9.900895e-02	-9.488020e-07	-1.000000e-02	-4.156382e-09
2.752566857142855e-09	1.433295e-01	-9.849400e-02	-9.488020e-07	-1.000000e-02	-4.335754e-09
2.752680228571426e-09	1.433294e-01	-9.798277e-02	-9.488020e-07	-1.000000e-02	-4.522849e-09
2.752793599999997e-09	1.433293e-01	-9.747527e-02	-9.488020e-07	-1.000000e-02	-4.717669e-09
2.753612799999994e-09	1.433287e-01	-9.391271e-02	-9.488020e-07	-1.000000e-02	-6.428624e-09
2.755251199999988e-09	1.433274e-01	-8.730596e-02	-9.488020e-07	-1.000000e-02	-1.195413e-08
2.758527999999975e-09	1.433249e-01	-7.531253e-02	-9.488019e-07	-1.000000e-02	-2.988375e-08
2.760500000000000e-09	1.433234e-01	-6.871389e-02	-9.488019e-07	-1.000000e-02	-4.531719e-08
2.760530000000000e-09	1.433234e-01	-6.889367e-02	-9.488019e-07	-1.000000e-02	-4.468659e-08
2.760570000000000e-09	1.433234e-01	-6.958447e-02	-9.488019e-07	-1.000000e-02	-4.234106e-08
2.760600000000000e-09	1.433233e-01	-7.036336e-02	-9.488019e-07	-1.000000e-02	-3.977173e-08
2.760656000000000e-09	1.433233e-01	-7.214987e-02	-9.488019e-07	-1.000000e-02	-3.461325e-08
2.760720000000000e-09	1.433232e-01	-7.372525e-02	-9.488019e-07	-1.000000e-02	-3.064168e-08
2.760848000000000e-09	1.433231e-01	-7.570091e-02	-9.488019e-07	-1.000000e-02	-2.615909e-08
2.761000000000000e-09	1.433230e-01	-7.677351e-02	-9.488019e-07	-1.000000e-02	-2.393166e-08
2.761785714285715e-09	1.433224e-01	-7.418368e-02	-9.488019e-07	-1.000000e-02	-2.995127e-08
2.762571428571429e-09	1.433218e-01	-7.167309e-02	-9.488018e-07	-1.000000e-02	-3.701122e-08
2.763357142857143e-09	1.433212e-01	-6.924175e-02	-9.488018e-07	-1.000000e-02	-4.511151e-08
2.764142857142857e-09	1.433206e-01	-6.688966e-02	-9.488018e-07	-1.000000e-02	-5.425215e-08
2.764928571428571e-09	1.433200e-01	-6.461681e-02	-9.488018e-07	-1.000000e-02	-6.443312e-08
2.765714285714286e-09	1.433195e-01	-6.242322e-02	-9.488018e-07	-1.000000e-02	-7.565444e-08
